tau,s_tmp,cash,delta,pv,r_for,q,PL,,
0_1-th Autocalled,288.283,1.02704,0,1.023,,,0.0040426,0.0160426,1
0_1-th Autocalled,283.677,-0.518376,0.00540837,1.023,,,-0.00714669,0.00485331,1
0_3-th Autocalled,291.607,1.07845,0,1.069,,,0.00944845,0.02144845,1
0_1-th Autocalled,325.045,1.02298,0,1.023,,,-1.87E-05,0.011981256,1
0_1-th Autocalled,335.855,1.02002,0,1.023,,,-0.00297944,0.00902056,1
0_1-th Autocalled,313.194,1.02067,0,1.023,,,-0.00232712,0.00967288,1
0_1-th Autocalled,289.409,1.02169,0,1.023,,,-0.00130561,0.01069439,1
0_1-th Autocalled,305.449,1.02426,0,1.023,,,0.00125519,0.01325519,1
0_1-th Autocalled,325.946,1.02228,0,1.023,,,-0.000719668,0.011280332,1
0_1-th Autocalled,344.821,1.02448,0,1.023,,,0.00147662,0.01347662,1
0_5-th Autocalled,260.515,1.11456,0,1.115,,,-0.00043807,0.01156193,1
0_2-th Autocalled,283.605,0.419292,0.00220944,1.046,,,-9.84E-05,0.011901579,1
0_1-th Autocalled,288.517,1.01896,0,1.023,,,-0.00403952,0.00796048,1
0_1-th Autocalled,330.971,1.02191,0,1.023,,,-0.00108626,0.01091374,1
0_1-th Autocalled,319.819,1.02045,0,1.023,,,-0.00254993,0.00945007,1
0_1-th Autocalled,311.26,1.02459,0,1.023,,,0.00158972,0.01358972,1
0_4-th Autocalled,288.306,1.09514,0,1.092,,,0.00314145,0.01514145,1
0_1-th Autocalled,306.027,1.01932,0,1.023,,,-0.00367896,0.00832104,1
0_1-th Autocalled,287.963,1.01794,0,1.023,,,-0.00505847,0.00694153,1
0_1-th Autocalled,330.463,1.01907,0,1.023,,,-0.00393257,0.00806743,1
0_1-th Autocalled,291.824,1.02186,0,1.023,,,-0.00113572,0.01086428,1
0_2-th Autocalled,317.874,1.05714,0,1.046,,,0.011143,0.023143,1
0_1-th Autocalled,298.007,1.02424,0,1.023,,,0.0012417,0.0132417,1
0_1-th Autocalled,303.898,1.02213,0,1.023,,,-0.000874346,0.011125654,1
0_1-th Autocalled,293.347,1.02655,0,1.023,,,0.00354547,0.01554547,1
0_1-th Autocalled,287.528,1.02137,0,1.023,,,-0.00162757,0.01037243,1
0_1-th Autocalled,290.602,1.02866,0,1.023,,,0.00565565,0.01765565,1
0_1-th Autocalled,334.528,1.0271,0,1.023,,,0.0040951,0.0160951,1
0_1-th Autocalled,333.265,1.02266,0,1.023,,,-0.0003431,0.0116569,1
1_6-th Autocalled,178.284,-0.00371002,0.00336451,0.59984,,,-0.00371002,0.00828998,1
0_1-th Autocalled,337.034,1.02239,0,1.023,,,-0.000607741,0.011392259,1
0_1-th Autocalled,352.422,1.02336,0,1.023,,,0.000356548,0.012356548,1
0_3-th Autocalled,279.384,1.073,0,1.069,,,0.00400188,0.01600188,1
0_1-th Autocalled,312.749,1.02149,0,1.023,,,-0.00150775,0.01049225,1
0_1-th Autocalled,317.109,1.02242,0,1.023,,,-0.000581046,0.011418954,1
0_1-th Autocalled,309.396,1.02404,0,1.023,,,0.00104412,0.01304412,1
0_1-th Autocalled,317.734,1.02237,0,1.023,,,-0.000634578,0.011365422,1
0_1-th Autocalled,321.907,1.02205,0,1.023,,,-0.000945164,0.011054836,1
0_1-th Autocalled,324.717,1.02173,0,1.023,,,-0.00127339,0.01072661,1
0_1-th Autocalled,294.49,1.0193,0,1.023,,,-0.00370446,0.00829554,1
0_1-th Autocalled,300.573,1.01989,0,1.023,,,-0.00310758,0.00889242,1
1_6-th Autocalled,175.442,-0.114826,0.00336451,0.590276,,,-0.114826,-0.102826,0
0_1-th Autocalled,364.279,1.02067,0,1.023,,,-0.00232898,0.00967102,1
0_1-th Autocalled,308.699,1.02329,0,1.023,,,0.00028758,0.01228758,1
0_1-th Autocalled,283.087,-0.73315,0.00615657,1.023,,,-0.0133058,-0.0013058,0
0_1-th Autocalled,291.334,1.02844,0,1.023,,,0.00543682,0.01743682,1
0_1-th Autocalled,308.886,1.02623,0,1.023,,,0.00322849,0.01522849,1
0_1-th Autocalled,324.787,1.02222,0,1.023,,,-0.000782595,0.011217405,1
0_6-th Autocalled,214.715,1.13918,0,1.138,,,0.00117602,0.01317602,1
0_3-th Autocalled,273.393,1.06677,0,1.069,,,-0.00222618,0.00977382,1
0_2-th Autocalled,295.295,1.0388,0,1.046,,,-0.00720343,0.00479657,1
0_1-th Autocalled,324.475,1.02425,0,1.023,,,0.00124742,0.01324742,1
0_1-th Autocalled,334.191,1.02506,0,1.023,,,0.00206078,0.01406078,1
0_1-th Autocalled,318.195,1.02278,0,1.023,,,-0.000221314,0.011778686,1
1_6-th Autocalled,203.804,-0.00207926,0.00336451,0.685702,,,-0.00207926,0.00992074,1
0_1-th Autocalled,320.517,1.02113,0,1.023,,,-0.00186766,0.01013234,1
0_6-th Autocalled,263.264,1.13219,0,1.138,,,-0.00580917,0.00619083,1
0_3-th Autocalled,273.512,1.06639,0,1.069,,,-0.00260592,0.00939408,1
0_1-th Autocalled,283.046,-0.726974,0.00615657,1.023,,,-0.00738251,0.00461749,1
1_6-th Autocalled,141.634,-0.0078955,0.00336451,0.476529,,,-0.0078955,0.0041045,1
0_1-th Autocalled,301.418,1.02207,0,1.023,,,-0.000927902,0.011072098,1
0_1-th Autocalled,321.305,1.02224,0,1.023,,,-0.000759026,0.011240974,1
0_1-th Autocalled,296.447,1.02268,0,1.023,,,-0.000316879,0.011683121,1
0_1-th Autocalled,328.74,1.02207,0,1.023,,,-0.000931173,0.011068827,1
0_5-th Autocalled,261.535,1.13445,0,1.115,,,0.019451,0.031451,1
0_1-th Autocalled,303.405,1.02366,0,1.023,,,0.00065781,0.01265781,1
0_2-th Autocalled,329.57,1.04912,0,1.046,,,0.00311862,0.01511862,1
0_1-th Autocalled,362.147,1.02223,0,1.023,,,-0.000771276,0.011228724,1
0_1-th Autocalled,307.47,1.02359,0,1.023,,,0.000587655,0.012587655,1
0_1-th Autocalled,292.986,1.01843,0,1.023,,,-0.00456634,0.00743366,1
0_1-th Autocalled,294.533,1.02214,0,1.023,,,-0.000857055,0.011142945,1
0_1-th Autocalled,309.71,1.01986,0,1.023,,,-0.00313838,0.00886162,1
0_1-th Autocalled,286.426,1.02042,0,1.023,,,-0.00257705,0.00942295,1
0_1-th Autocalled,295.308,1.02295,0,1.023,,,-4.77E-05,0.011952272,1
0_1-th Autocalled,308.932,1.02276,0,1.023,,,-0.000239265,0.011760735,1
0_1-th Autocalled,316.504,1.02557,0,1.023,,,0.00256844,0.01456844,1
0_3-th Autocalled,306.804,1.07175,0,1.069,,,0.0027499,0.0147499,1
0_6-th Autocalled,229.631,1.11186,0,1.138,,,-0.0261421,-0.0141421,0
0_4-th Autocalled,301.004,1.09353,0,1.092,,,0.00153488,0.01353488,1
0_1-th Autocalled,317.501,1.02383,0,1.023,,,0.000825925,0.012825925,1
0_1-th Autocalled,318.275,1.02306,0,1.023,,,5.67E-05,0.012056711,1
0_1-th Autocalled,295.772,1.03341,0,1.023,,,0.0104062,0.0224062,1
0_1-th Autocalled,320.398,1.02342,0,1.023,,,0.00042089,0.01242089,1
0_1-th Autocalled,295.963,1.01791,0,1.023,,,-0.00509195,0.00690805,1
0_1-th Autocalled,303.095,1.02243,0,1.023,,,-0.000566182,0.011433818,1
0_1-th Autocalled,288.099,1.01906,0,1.023,,,-0.00394046,0.00805954,1
0_1-th Autocalled,287.21,1.0248,0,1.023,,,0.00179808,0.01379808,1
0_1-th Autocalled,286.861,1.02386,0,1.023,,,0.000859236,0.012859236,1
0_1-th Autocalled,319.713,1.021,0,1.023,,,-0.00199813,0.01000187,1
0_1-th Autocalled,290.311,1.02123,0,1.023,,,-0.00176739,0.01023261,1
0_1-th Autocalled,308.62,1.02415,0,1.023,,,0.0011484,0.0131484,1
0_1-th Autocalled,353.122,1.02293,0,1.023,,,-6.65E-05,0.011933548,1
0_1-th Autocalled,344.875,1.02387,0,1.023,,,0.000870546,0.012870546,1
0_2-th Autocalled,293.979,1.05301,0,1.046,,,0.00700614,0.01900614,1
1_6-th Autocalled,166.882,-0.00629785,0.00336451,0.561476,,,-0.00629785,0.00570215,1
0_1-th Autocalled,313.693,1.01942,0,1.023,,,-0.00358345,0.00841655,1
0_1-th Autocalled,289.561,1.02404,0,1.023,,,0.00104164,0.01304164,1
0_1-th Autocalled,284.122,-0.52064,0.00540837,1.023,,,-0.00700337,0.00499663,1
0_6-th Autocalled,217.095,1.15446,0,1.138,,,0.0164625,0.0284625,1
0_1-th Autocalled,306.569,1.02279,0,1.023,,,-0.00020764,0.01179236,1
0_4-th Autocalled,350.819,1.09817,0,1.092,,,0.00617138,0.01817138,1
0_6-th Autocalled,252.187,1.13086,0,1.138,,,-0.00713657,0.00486343,1
0_1-th Autocalled,290.221,1.01875,0,1.023,,,-0.00424668,0.00775332,1
0_1-th Autocalled,326.356,1.02491,0,1.023,,,0.00191196,0.01391196,1
0_3-th Autocalled,295.788,1.06591,0,1.069,,,-0.00308735,0.00891265,1
0_1-th Autocalled,296.839,1.02644,0,1.023,,,0.0034394,0.0154394,1
0_1-th Autocalled,329.478,1.02174,0,1.023,,,-0.00126221,0.01073779,1
0_1-th Autocalled,322.142,1.02192,0,1.023,,,-0.00107829,0.01092171,1
0_3-th Autocalled,299.33,1.05833,0,1.069,,,-0.0106724,0.0013276,1
0_1-th Autocalled,295.991,1.02114,0,1.023,,,-0.00186034,0.01013966,1
0_1-th Autocalled,297.006,1.02217,0,1.023,,,-0.000833845,0.011166155,1
0_1-th Autocalled,334.003,1.02197,0,1.023,,,-0.00102972,0.01097028,1
0_1-th Autocalled,293.062,1.01998,0,1.023,,,-0.0030178,0.0089822,1
0_1-th Autocalled,294.544,1.02716,0,1.023,,,0.00415976,0.01615976,1
0_2-th Autocalled,310.946,1.0465,0,1.046,,,0.000501931,0.012501931,1
0_2-th Autocalled,337.548,1.04933,0,1.046,,,0.00332914,0.01532914,1
0_1-th Autocalled,293.47,1.02304,0,1.023,,,3.92E-05,0.012039249,1
0_1-th Autocalled,294.604,1.02063,0,1.023,,,-0.00236809,0.00963191,1
1_6-th Autocalled,212.341,-0.00940734,0.00336451,0.714425,,,-0.00940734,0.00259266,1
0_1-th Autocalled,321.935,1.02255,0,1.023,,,-0.00045436,0.01154564,1
0_1-th Autocalled,299.9,1.02006,0,1.023,,,-0.00293948,0.00906052,1
0_3-th Autocalled,308.333,1.0649,0,1.069,,,-0.00410332,0.00789668,1
0_1-th Autocalled,305.788,1.02114,0,1.023,,,-0.00185983,0.01014017,1
0_1-th Autocalled,295.334,1.02572,0,1.023,,,0.00271649,0.01471649,1
0_2-th Autocalled,303.723,1.05158,0,1.046,,,0.00558426,0.01758426,1
0_1-th Autocalled,300.783,1.02457,0,1.023,,,0.00156712,0.01356712,1
0_1-th Autocalled,299.23,1.02275,0,1.023,,,-0.000245285,0.011754715,1
0_1-th Autocalled,284.836,1.02337,0,1.023,,,0.000373742,0.012373742,1
1_6-th Autocalled,197.96,-0.00350651,0.00336451,0.666037,,,-0.00350651,0.00849349,1
0_1-th Autocalled,303.556,1.01989,0,1.023,,,-0.00311277,0.00888723,1
1_6-th Autocalled,209.894,0.000215617,0.00336451,0.706191,,,0.000215617,0.012215617,1
0_2-th Autocalled,294.139,1.04087,0,1.046,,,-0.00513342,0.00686658,1
0_1-th Autocalled,302.945,1.02534,0,1.023,,,0.00234494,0.01434494,1
0_1-th Autocalled,319.902,1.02286,0,1.023,,,-0.000141637,0.011858363,1
0_1-th Autocalled,284.682,1.021,0,1.023,,,-0.0019964,0.0100036,1
1_6-th Autocalled,106.744,-0.0163053,0.00336451,0.359141,,,-0.0163053,-0.0043053,0
0_2-th Autocalled,284.929,1.04271,0,1.046,,,-0.00328965,0.00871035,1
0_3-th Autocalled,300.692,1.07313,0,1.069,,,0.00412863,0.01612863,1
0_1-th Autocalled,322.093,1.02157,0,1.023,,,-0.00142629,0.01057371,1
0_2-th Autocalled,323.24,1.0408,0,1.046,,,-0.00520006,0.00679994,1
0_1-th Autocalled,323.165,1.01989,0,1.023,,,-0.00311378,0.00888622,1
0_6-th Autocalled,238.595,1.12963,0,1.138,,,-0.008371,0.003629,1
0_1-th Autocalled,314.695,1.02188,0,1.023,,,-0.00112141,0.01087859,1
1_6-th Autocalled,189.193,0.000420326,0.00336451,0.636542,,,0.000420326,0.012420326,1
0_3-th Autocalled,299.463,1.07339,0,1.069,,,0.00439297,0.01639297,1
0_1-th Autocalled,323.684,1.01742,0,1.023,,,-0.00558446,0.00641554,1
0_1-th Autocalled,307.917,1.02684,0,1.023,,,0.00383789,0.01583789,1
0_1-th Autocalled,288.534,1.02189,0,1.023,,,-0.00110979,0.01089021,1
0_3-th Autocalled,325.042,1.07017,0,1.069,,,0.00117082,0.01317082,1
0_1-th Autocalled,316.781,1.02624,0,1.023,,,0.0032366,0.0152366,1
0_1-th Autocalled,308.413,1.02753,0,1.023,,,0.00452639,0.01652639,1
0_3-th Autocalled,287.493,1.06981,0,1.069,,,0.000811466,0.012811466,1
0_1-th Autocalled,298.617,1.02178,0,1.023,,,-0.00121927,0.01078073,1
0_1-th Autocalled,312.6,1.02065,0,1.023,,,-0.00235335,0.00964665,1
1_6-th Autocalled,179.489,-0.00850149,0.00336451,0.603894,,,-0.00850149,0.00349851,1
0_1-th Autocalled,317.13,1.02549,0,1.023,,,0.0024932,0.0144932,1
0_1-th Autocalled,319.267,1.02265,0,1.023,,,-0.000349344,0.011650656,1
0_1-th Autocalled,313.847,1.02434,0,1.023,,,0.00134296,0.01334296,1
0_1-th Autocalled,293.214,1.02538,0,1.023,,,0.00238365,0.01438365,1
0_4-th Autocalled,273.519,1.07966,0,1.092,,,-0.0123401,-0.0003401,0
1_6-th Autocalled,230.851,-0.00698041,0.00336451,0.7767,,,-0.00698041,0.00501959,1
0_1-th Autocalled,353.672,1.02238,0,1.023,,,-0.000616559,0.011383441,1
0_1-th Autocalled,309.12,1.02187,0,1.023,,,-0.00112525,0.01087475,1
0_1-th Autocalled,313.516,1.02266,0,1.023,,,-0.000344771,0.011655229,1
0_1-th Autocalled,314.767,1.02093,0,1.023,,,-0.00207464,0.00992536,1
0_5-th Autocalled,253.853,2.17506,-0.00419031,1.115,,,-0.00366317,0.00833683,1
0_1-th Autocalled,325.186,1.02105,0,1.023,,,-0.00194518,0.01005482,1
0_1-th Autocalled,315.788,1.02525,0,1.023,,,0.00225032,0.01425032,1
0_1-th Autocalled,309.81,1.02378,0,1.023,,,0.00078298,0.01278298,1
0_1-th Autocalled,291.934,1.02483,0,1.023,,,0.00183123,0.01383123,1
0_1-th Autocalled,301.724,1.01957,0,1.023,,,-0.00342537,0.00857463,1
0_1-th Autocalled,302.077,1.02367,0,1.023,,,0.000665584,0.012665584,1
0_1-th Autocalled,318.185,1.02409,0,1.023,,,0.00109332,0.01309332,1
0_1-th Autocalled,298.062,1.01999,0,1.023,,,-0.00300724,0.00899276,1
0_1-th Autocalled,308.323,1.01655,0,1.023,,,-0.00645309,0.00554691,1
0_1-th Autocalled,314.046,1.02442,0,1.023,,,0.00142284,0.01342284,1
0_1-th Autocalled,314.615,1.02035,0,1.023,,,-0.00264571,0.00935429,1
0_1-th Autocalled,285.505,1.01632,0,1.023,,,-0.00667779,0.00532221,1
1_6-th Autocalled,213.035,-0.000104312,0.00336451,0.716759,,,-0.000104312,0.011895688,1
0_1-th Autocalled,296.423,1.03108,0,1.023,,,0.00807917,0.02007917,1
0_1-th Autocalled,302.28,1.0214,0,1.023,,,-0.00159958,0.01040042,1
0_3-th Autocalled,292.169,1.06051,0,1.069,,,-0.00848729,0.00351271,1
1_6-th Autocalled,259.193,1.1163,0,1.138,,,-0.0216998,-0.0096998,0
0_1-th Autocalled,284.232,-0.520224,0.00540837,1.023,,,-0.00599135,0.00600865,1
0_2-th Autocalled,305.935,1.06157,0,1.046,,,0.0155716,0.0275716,1
0_1-th Autocalled,327.881,1.02368,0,1.023,,,0.000675953,0.012675953,1
0_1-th Autocalled,371.986,1.02112,0,1.023,,,-0.00188469,0.01011531,1
0_1-th Autocalled,297.075,1.02416,0,1.023,,,0.00116133,0.01316133,1
0_2-th Autocalled,297.893,1.04239,0,1.046,,,-0.00361312,0.00838688,1
0_1-th Autocalled,323.819,1.0227,0,1.023,,,-0.000301843,0.011698157,1
0_1-th Autocalled,287.686,1.01677,0,1.023,,,-0.00622898,0.00577102,1
0_1-th Autocalled,321.6,1.02098,0,1.023,,,-0.00201877,0.00998123,1
0_1-th Autocalled,312.348,1.02207,0,1.023,,,-0.000934193,0.011065807,1
0_1-th Autocalled,291.264,1.02161,0,1.023,,,-0.00138829,0.01061171,1
0_1-th Autocalled,329.558,1.02409,0,1.023,,,0.0010876,0.0130876,1
0_1-th Autocalled,321.124,1.01983,0,1.023,,,-0.00316595,0.00883405,1
0_1-th Autocalled,298.633,1.02201,0,1.023,,,-0.00098943,0.01101057,1
0_6-th Autocalled,244.887,1.16394,0,1.138,,,0.0259353,0.0379353,1
1_6-th Autocalled,142.581,0.00969849,0.00336451,0.479716,,,0.00969849,0.02169849,1
0_3-th Autocalled,309.468,1.07592,0,1.069,,,0.00692144,0.01892144,1
0_1-th Autocalled,310.517,1.02379,0,1.023,,,0.000788659,0.012788659,1
0_1-th Autocalled,312.354,1.02321,0,1.023,,,0.000212943,0.012212943,1
0_1-th Autocalled,310.172,1.02509,0,1.023,,,0.00209352,0.01409352,1
0_1-th Autocalled,318.142,1.02381,0,1.023,,,0.000808041,0.012808041,1
0_6-th Autocalled,244.288,1.13888,0,1.138,,,0.00087768,0.01287768,1
0_6-th Autocalled,236.092,1.15482,0,1.138,,,0.0168203,0.0288203,1
0_1-th Autocalled,291.255,1.02346,0,1.023,,,0.000464477,0.012464477,1
0_2-th Autocalled,326.643,1.03878,0,1.046,,,-0.00721683,0.00478317,1
0_3-th Autocalled,271.543,1.06398,0,1.069,,,-0.00502428,0.00697572,1
0_5-th Autocalled,291.027,1.11427,0,1.115,,,-0.000734995,0.011265005,1
1_6-th Autocalled,185.349,-0.0307492,0.00336451,0.623609,,,-0.0307492,-0.0187492,0
0_1-th Autocalled,309.736,1.02616,0,1.023,,,0.00316277,0.01516277,1
0_4-th Autocalled,282.437,1.09087,0,1.092,,,-0.00112648,0.01087352,1
0_1-th Autocalled,309.907,1.02271,0,1.023,,,-0.000292278,0.011707722,1
0_1-th Autocalled,316.127,1.02266,0,1.023,,,-0.000337866,0.011662134,1
0_2-th Autocalled,284.031,0.410577,0.00220944,1.046,,,-0.00787261,0.00412739,1
0_1-th Autocalled,334.714,1.022,0,1.023,,,-0.00100283,0.01099717,1
0_1-th Autocalled,324.582,1.02354,0,1.023,,,0.000537233,0.012537233,1
0_1-th Autocalled,310.136,1.02102,0,1.023,,,-0.00198079,0.01001921,1
0_2-th Autocalled,296.093,1.03791,0,1.046,,,-0.00808898,0.00391102,1
0_1-th Autocalled,294.045,1.02466,0,1.023,,,0.00165624,0.01365624,1
0_1-th Autocalled,300.208,1.02311,0,1.023,,,0.00011064,0.01211064,1
1_6-th Autocalled,176.16,-0.0473316,0.00336451,0.592693,,,-0.0473316,-0.0353316,0
0_2-th Autocalled,322.715,1.05114,0,1.046,,,0.00514473,0.01714473,1
0_1-th Autocalled,308.645,1.02312,0,1.023,,,0.000116977,0.012116977,1
0_6-th Autocalled,289.648,1.14901,0,1.138,,,0.0110128,0.0230128,1
0_1-th Autocalled,360.715,1.02213,0,1.023,,,-0.000868758,0.011131242,1
0_1-th Autocalled,305.358,1.02428,0,1.023,,,0.00128079,0.01328079,1
0_1-th Autocalled,300.249,1.02032,0,1.023,,,-0.00268483,0.00931517,1
0_1-th Autocalled,313.041,1.02564,0,1.023,,,0.00264026,0.01464026,1
0_1-th Autocalled,333.517,1.02233,0,1.023,,,-0.000668869,0.011331131,1
0_1-th Autocalled,288.311,1.01465,0,1.023,,,-0.0083549,0.0036451,1
0_1-th Autocalled,340.387,1.02193,0,1.023,,,-0.00107344,0.01092656,1
1_6-th Autocalled,123.246,-0.0115724,0.00336451,0.414661,,,-0.0115724,0.0004276,1
0_3-th Autocalled,294.531,1.05887,0,1.069,,,-0.0101325,0.0018675,1
0_3-th Autocalled,276.442,1.07324,0,1.069,,,0.00423943,0.01623943,1
0_6-th Autocalled,242.674,1.16128,0,1.138,,,0.0232824,0.0352824,1
1_6-th Autocalled,219.881,0.00751741,0.00336451,0.739793,,,0.00751741,0.01951741,1
1_5-th Autocalled,260.298,1.11717,0,1.115,,,0.00217308,0.01417308,1
0_1-th Autocalled,305.117,1.02186,0,1.023,,,-0.00114484,0.01085516,1
0_5-th Autocalled,266.11,1.11153,0,1.115,,,-0.00347131,0.00852869,1
1_6-th Autocalled,154.092,-0.00259093,0.00336451,0.518444,,,-0.00259093,0.00940907,1
0_1-th Autocalled,346.385,1.02365,0,1.023,,,0.000651923,0.012651923,1
1_6-th Autocalled,193.894,-0.0234859,0.00336451,0.652359,,,-0.0234859,-0.0114859,0
0_2-th Autocalled,321.266,1.04588,0,1.046,,,-0.000122915,0.011877085,1
0_6-th Autocalled,230.39,1.13554,0,1.138,,,-0.00245567,0.00954433,1
0_1-th Autocalled,327.226,1.02118,0,1.023,,,-0.00182058,0.01017942,1
0_1-th Autocalled,297.829,1.02211,0,1.023,,,-0.000890003,0.011109997,1
0_3-th Autocalled,268.952,0.393091,0.00245422,1.069,,,-0.0158432,-0.0038432,0
0_1-th Autocalled,327.714,1.02476,0,1.023,,,0.00176008,0.01376008,1
0_3-th Autocalled,309.268,1.06764,0,1.069,,,-0.00135639,0.01064361,1
0_1-th Autocalled,313.465,1.02518,0,1.023,,,0.00217756,0.01417756,1
0_1-th Autocalled,297.569,1.02211,0,1.023,,,-0.000886909,0.011113091,1
0_1-th Autocalled,295.779,1.0253,0,1.023,,,0.00230181,0.01430181,1
0_1-th Autocalled,320.706,1.02697,0,1.023,,,0.00396681,0.01596681,1
0_6-th Autocalled,260.319,1.1329,0,1.138,,,-0.00509862,0.00690138,1
0_1-th Autocalled,283.501,-0.5201,0.00540837,1.023,,,-0.0098211,0.0021789,1
0_1-th Autocalled,289.843,1.01953,0,1.023,,,-0.00346758,0.00853242,1
0_3-th Autocalled,307.629,1.06567,0,1.069,,,-0.00333307,0.00866693,1
0_1-th Autocalled,282.472,-0.727834,0.00615657,1.023,,,-0.0117779,0.0002221,1
0_3-th Autocalled,293.157,1.06258,0,1.069,,,-0.00642442,0.00557558,1
0_1-th Autocalled,357.954,1.023,0,1.023,,,-1.67E-06,0.011998334,1
0_1-th Autocalled,355.898,1.02179,0,1.023,,,-0.00121324,0.01078676,1
1_6-th Autocalled,160.417,-0.0181251,0.00336451,0.539725,,,-0.0181251,-0.0061251,0
0_1-th Autocalled,301.75,1.02389,0,1.023,,,0.000885512,0.012885512,1
0_1-th Autocalled,322.715,1.02139,0,1.023,,,-0.00161089,0.01038911,1
0_6-th Autocalled,205.526,1.12418,0,1.138,,,-0.0138182,-0.0018182,0
0_1-th Autocalled,306.493,1.01997,0,1.023,,,-0.00302552,0.00897448,1
0_1-th Autocalled,303.534,1.02411,0,1.023,,,0.00110658,0.01310658,1
0_1-th Autocalled,293.028,1.02166,0,1.023,,,-0.00134044,0.01065956,1
0_1-th Autocalled,285.591,1.02528,0,1.023,,,0.00228004,0.01428004,1
0_1-th Autocalled,282.558,-0.732169,0.00615657,1.023,,,-0.0155833,-0.0035833,0
0_2-th Autocalled,284.958,1.04655,0,1.046,,,0.000548636,0.012548636,1
1_6-th Autocalled,207.428,-0.00454645,0.00336451,0.697895,,,-0.00454645,0.00745355,1
0_1-th Autocalled,310.066,1.02251,0,1.023,,,-0.000485705,0.011514295,1
0_1-th Autocalled,307.347,1.02423,0,1.023,,,0.00123359,0.01323359,1
0_1-th Autocalled,319.176,1.0218,0,1.023,,,-0.00119695,0.01080305,1
0_1-th Autocalled,292.484,1.02334,0,1.023,,,0.000335723,0.012335723,1
0_1-th Autocalled,312.745,1.02058,0,1.023,,,-0.00242389,0.00957611,1
0_2-th Autocalled,355.002,1.05006,0,1.046,,,0.00405957,0.01605957,1
0_1-th Autocalled,334.558,1.0243,0,1.023,,,0.00130437,0.01330437,1
0_5-th Autocalled,304.149,1.10663,0,1.115,,,-0.00836745,0.00363255,1
0_2-th Autocalled,283.419,0.420812,0.00220944,1.046,,,0.00100897,0.01300897,1
0_1-th Autocalled,349.913,1.02079,0,1.023,,,-0.00220748,0.00979252,1
0_1-th Autocalled,322.742,1.02361,0,1.023,,,0.00060545,0.01260545,1
0_1-th Autocalled,312.343,1.02309,0,1.023,,,9.34E-05,0.012093353,1
0_1-th Autocalled,288.122,1.01911,0,1.023,,,-0.0038929,0.0081071,1
0_2-th Autocalled,291.225,1.05475,0,1.046,,,0.00875325,0.02075325,1
0_2-th Autocalled,298.974,1.04359,0,1.046,,,-0.00241152,0.00958848,1
0_1-th Autocalled,302.886,1.02185,0,1.023,,,-0.00115065,0.01084935,1
0_1-th Autocalled,316.621,1.02341,0,1.023,,,0.000405073,0.012405073,1
0_1-th Autocalled,314.018,1.02521,0,1.023,,,0.00221493,0.01421493,1
0_1-th Autocalled,310.997,1.02373,0,1.023,,,0.000734535,0.012734535,1
0_1-th Autocalled,326.403,1.02176,0,1.023,,,-0.00123731,0.01076269,1
0_5-th Autocalled,253.777,2.19095,-0.00419031,1.115,,,0.0125435,0.0245435,1
0_1-th Autocalled,292.643,1.02489,0,1.023,,,0.00189397,0.01389397,1
0_1-th Autocalled,304.116,1.02161,0,1.023,,,-0.00138667,0.01061333,1
0_5-th Autocalled,254.231,2.20066,-0.00419031,1.115,,,0.0203529,0.0323529,1
0_4-th Autocalled,329.293,1.08831,0,1.092,,,-0.00368634,0.00831366,1
0_1-th Autocalled,283.829,-0.518278,0.00540837,1.023,,,-0.00622312,0.00577688,1
0_1-th Autocalled,307.945,1.02249,0,1.023,,,-0.000508061,0.011491939,1
0_1-th Autocalled,289.425,1.01805,0,1.023,,,-0.0049536,0.0070464,1
0_2-th Autocalled,317.172,1.04851,0,1.046,,,0.00251156,0.01451156,1
0_1-th Autocalled,294.771,1.02706,0,1.023,,,0.0040565,0.0160565,1
0_1-th Autocalled,288.332,1.01945,0,1.023,,,-0.00355007,0.00844993,1
0_6-th Autocalled,276.638,1.12682,0,1.138,,,-0.0111768,0.0008232,1
0_1-th Autocalled,300.206,1.02469,0,1.023,,,0.00169463,0.01369463,1
0_1-th Autocalled,313.901,1.02495,0,1.023,,,0.00194706,0.01394706,1
0_1-th Autocalled,306.019,1.0246,0,1.023,,,0.00160186,0.01360186,1
0_1-th Autocalled,319.298,1.02045,0,1.023,,,-0.00254794,0.00945206,1
0_1-th Autocalled,321.534,1.02345,0,1.023,,,0.000451896,0.012451896,1
0_1-th Autocalled,301.633,1.02248,0,1.023,,,-0.000520016,0.011479984,1
0_5-th Autocalled,274.809,1.12642,0,1.115,,,0.0114159,0.0234159,1
0_2-th Autocalled,306.281,1.04215,0,1.046,,,-0.00384973,0.00815027,1
0_1-th Autocalled,375.49,1.02143,0,1.023,,,-0.00156887,0.01043113,1
0_1-th Autocalled,316.337,1.02097,0,1.023,,,-0.00202791,0.00997209,1
0_3-th Autocalled,291.443,1.06807,0,1.069,,,-0.000934255,0.011065745,1
0_1-th Autocalled,330.231,1.0247,0,1.023,,,0.00169972,0.01369972,1
0_3-th Autocalled,273.382,1.06845,0,1.069,,,-0.000551474,0.011448526,1
0_1-th Autocalled,320.212,1.0231,0,1.023,,,0.000104394,0.012104394,1
